statement,source,link,veracity
"""We stopped traffic coming through -- 78 percent.""",Donald Trump,/web/20180119170819/http://www.politifact.com/truth-o-meter/statements/2017/aug/31/donald-trump/donald-trump-repeats-false-claim-about-border-stop/,0
"""Two-thirds of the (Hurricane Sandy relief) bill had nothing to do with Sandy.""",Ted Cruz,/web/20180119170819/http://www.politifact.com/truth-o-meter/statements/2017/aug/30/ted-cruz/ted-cruzs-mostly-false-claim-two-thirds-sandy-reli/,0
"""Floyd Mayweather Jr. donates a whopping sum of money to Houston after hurricane.""",HoustonChronicle-tv.com,/web/20180119170819/http://www.politifact.com/punditfact/statements/2017/aug/30/houstonchronicle-tvcom/its-fake-news-floyd-mayweather-jr-donated-200-mill/,0
"""As of 2014, illegal aliens made up roughly 3.5 percent of our population, and committed over 10 percent of all murders.""",Matt Gaetz,/web/20180119170819/http://www.politifact.com/florida/statements/2017/aug/30/matt-gaetz/gaetz-misleads-claim-about-immigrants-crime/,0
"Says former President Barack Obama ""pardoned a traitor who gave U.S. enemies state secrets, he also pardoned a terrorist who killed Americans.""",Katie Pavlich,/web/20180119170819/http://www.politifact.com/punditfact/statements/2017/aug/30/katie-pavlich/did-obama-pardon-terrorist-and-traitor-katie-pavli/,0
"Under Scott Walker, Wisconsin is ""still 16,000 manufacturing jobs lower than we were during the recession.""",Kathleen Vinehout,/web/20180119170819/http://www.politifact.com/wisconsin/statements/2017/aug/30/kathleen-vinehout/senator-under-scott-walker-state-16000-manufacturi/,1
Photo shows severe flooding at a Houston airport.,Bloggers,/web/20180119170819/http://www.politifact.com/punditfact/statements/2017/aug/29/blog-posting/fake-photo-shows-possible-climate-change-effects-n/,0
"Says Adam Sandler said ""Mormons are some of the most decent people I’ve ever come across.""",Bloggers,/web/20180119170819/http://www.politifact.com/punditfact/statements/2017/aug/29/blog-posting/fake-news-sites-say-celebrities-praise-mormons-quo/,0
"""I think what the authors of the (25th) Amendment principally had in mind was some kind of physical incapacitation or serious mental illness or a breakdown, an inability to function in office.""",Adam Schiff,/web/20180119170819/http://www.politifact.com/truth-o-meter/statements/2017/aug/29/adam-schiff/when-can-25th-amendment-be-used-against-president/,1
"Says his conviction is ""a political witch hunt by holdovers in the Obama justice department.""",Joe Arpaio,/web/20180119170819/http://www.politifact.com/truth-o-meter/statements/2017/aug/29/joe-arpaio/arpaio-falsely-ties-conviction-obama-administratio/,0
Photo shows a shark swimming on a freeway in Houston.,Bloggers,/web/20180119170819/http://www.politifact.com/truth-o-meter/statements/2017/aug/28/blog-posting/there-are-no-sharks-swimming-streets-houston-or-an/,0
"""President (Donald) Trump pardons Kim Davis.""",OurLandOfTheFree.com,/web/20180119170837/http://www.politifact.com/punditfact/statements/2017/aug/28/ourlandofthefreecom/its-fake-news-trump-pardoned-kentucky-clerk-kim-da/,0
"""Obama is in Texas serving meals!""",Bloggers,/web/20180119170837/http://www.politifact.com/punditfact/statements/2017/aug/28/blog-posting/outdated-photo-wrongly-suggests-barack-obama-food-/,0
"Public schools, colleges and state-funded day care centers ""will be made into sanctuaries by Bruce Rauner signing SB 31.""",Illinois Family Institute,/web/20180119170837/http://www.politifact.com/illinois/statements/2017/aug/28/illinois-family-institute/illinois-schools-immigrant-sanctuaries-if-only-the/,0
"""I'm the only candidate who has not accepted money from Carl Paladino nor LPCiminelli; two of the biggest developers in the city of Buffalo.""",Betty Jean Grant,/web/20180119170837/http://www.politifact.com/new-york/statements/2017/aug/25/betty-jean-grant/which-candidates-mayor-took-money-top-buffalo-deve/,1
"Says Foxconn didn't keep a promise to build a plant in Pennsylvania because ""Pennsylvania changed governors.""",Scott Walker,/web/20180119170837/http://www.politifact.com/wisconsin/statements/2017/aug/25/scott-walker/scott-walker-says-pennsylvania-lost-foxconn-plant-/,0
Says Rick Kriseman is $35 million over budget on St. Petersburg’s new police station.,Rick Baker,/web/20180119170837/http://www.politifact.com/florida/statements/2017/aug/25/rick-baker/former-mayor-rick-baker-wrongly-says-new-police-he/,0
"Says Kelli Ward hosted a town hall on ""chemtrail conspiracy theories"" and is open to sponsoring chemtrails legislation.",Senate Leadership Fund,/web/20180119170837/http://www.politifact.com/truth-o-meter/statements/2017/aug/25/senate-leadership-fund/no-kelli-ward-isnt-chemtrails-conspiracy-theorist/,0
"Says the Joker's ""Red Hood"" origin story is ""the true one.""",Jake Tapper,/web/20180119170837/http://www.politifact.com/punditfact/statements/2017/aug/25/jake-tapper/joker-origin-story-draws-out-geek-cnns-jake-tapper/,0
"""We’ve got dozens of counties around America that have zero insurers left.""",Paul Ryan,/web/20180119170837/http://www.politifact.com/truth-o-meter/statements/2017/aug/24/paul-ryan/ryan-way-obamacare-county-insurance-stat-cnn-town-/,0
"""We’ve got a police station that’s under construction right now, they are actually ahead of schedule and under budget.""",Rick Kriseman,/web/20180119170837/http://www.politifact.com/florida/statements/2017/aug/24/rick-kriseman/new-st-pete-police-station-under-budget-and-ahead-/,0
"""At the PEAK of slavery in 1860, only 1.4% of Americans owned slaves. What your history books (don't) tell you is that 3,000 blacks owned a total of 20,000 slaves the same year.""",Viral image,/web/20180119170837/http://www.politifact.com/punditfact/statements/2017/aug/24/viral-image/viral-post-gets-it-wrong-extent-slavery-1860/,0
"""We have become an energy exporter for the first time ever just recently.""",Donald Trump,/web/20180119170837/http://www.politifact.com/truth-o-meter/statements/2017/aug/23/donald-trump/donald-trump-wrongly-says-us-net-energy-exporte/,0
"""No president in history has imposed larger personal lifestyle costs on the taxpayer than Donald Trump.""",David Frum,/web/20180119170837/http://www.politifact.com/punditfact/statements/2017/aug/23/david-frum/are-trumps-travels-imposing-historic-costs-taxpaye/,0
"""There aren't too many people outside protesting"" his speech at the Phoenix Convention Center.",Donald Trump,/web/20180119170837/http://www.politifact.com/truth-o-meter/statements/2017/aug/23/donald-trump/trumps-false-claim-there-werent-too-many-peop/,0
"Says ""Barcelona terrorist"" is cousins with former President Barack Obama.",Bloggers,/web/20180119170837/http://www.politifact.com/punditfact/statements/2017/aug/23/blog-posting/barcelona-terrorist-related-barack-obama-fake-news/,0
"""Rosa Parks’ daughter praises (President Donald) Trump’s response to Charlottesville.""",Bloggers,/web/20180119170837/http://www.politifact.com/punditfact/statements/2017/aug/23/blog-posting/fake-news-rosa-parks-had-no-daughter-could-praise-/,0
"""Most people on Medicaid are kids, or seniors, or the disabled.""",Sean Patrick Maloney,/web/20180119170837/http://www.politifact.com/new-york/statements/2017/aug/23/sean-patrick-maloney/most-people-medicaid-are-children-seniors-or-have-/,1
"""We took Wisconsin from the Bottom 10 for business to the Top 10.""",Scott Walker,/web/20180119170837/http://www.politifact.com/wisconsin/statements/2017/aug/23/scott-walker/testing-scott-walkers-top-10-business-ranking-clai/,0
"""Crime has been getting worse since Jerry Brown was elected governor.""",John Moorlach,/web/20180119170837/http://www.politifact.com/california/statements/2017/aug/22/john-moorlach/has-crime-been-getting-worse-jerry-brown-was-elect/,0
"Gov. Roy Cooper has ""filed nearly one lawsuit a month, with every single one of them an attempt to extend his own power.""",David Lewis,/web/20180119170854/http://www.politifact.com/north-carolina/statements/2017/aug/22/david-lewis/nc-rep-lewis-says-gov-cooper-has-filed-nearly-one-/,0
"Says Sen. Jon Tester ""believes that we should have a national registration so that the people of Montana should have to ask permission before they purchase a gun, ask permission from the federal government.""",Matthew Rosendale,/web/20180119170854/http://www.politifact.com/truth-o-meter/statements/2017/aug/21/matthew-rosendale/republican-senate-hopeful-claims-montana-sen-jon-t/,0
"""White supremacist who killed protester is a Democrat and visited (President Barack) Obama in Oval Office.""",Bloggers,/web/20180119170854/http://www.politifact.com/punditfact/statements/2017/aug/21/blog-posting/story-obama-supporter-was-behind-wheel-car-charlot/,0
"""(For) white working-class America, death rates among white men are up 20 percent.""",Alex Castellanos,/web/20180119170854/http://www.politifact.com/punditfact/statements/2017/aug/20/alex-castellanos/death-rates-white-men-20-percent-gop-strategist-sa/,0
Says there is proof Democrats hired actors to plan violence in Charlottesville.,Bloggers,/web/20180119170854/http://www.politifact.com/punditfact/statements/2017/aug/18/blog-posting/blog-posts-wrongly-say-theres-proof-democrats-hire/,0
"""Ted Kaczynski has less restrictive confinement than the youth at Lincoln Hills.""",James Peterson,/web/20180119170854/http://www.politifact.com/wisconsin/statements/2017/aug/18/james-peterson/district-judge-ted-kaczynski-has-less-restrictive-/,1
"White nationalist protesters in Charlottesville ""had a permit. The other group didn’t have a permit.""",Donald Trump,/web/20180119170854/http://www.politifact.com/truth-o-meter/statements/2017/aug/17/donald-trump/donald-trump-wrong-charlottesville-counter-protest/,0
"""The United States ended slavery around the world, and maybe we should get some credit for that, too.""",Tucker Carlson,/web/20180119170854/http://www.politifact.com/punditfact/statements/2017/aug/17/tucker-carlson/tucker-carlson-wrongly-says-united-states-ended-sl/,0
"""Study what General Pershing of the United States did to terrorists when caught. There was no more Radical Islamic Terror for 35 years!""",Donald Trump,/web/20180119170854/http://www.politifact.com/truth-o-meter/statements/2017/aug/17/donald-trump/donald-trump-retells-pants-fire-claim-about-gen-pe/,0
"Says Sen. Bill Nelson ""has aligned himself with communists and dictators,"" ""went to Venezuela to admire Chávez’s revolution"" and ""supports murderers.""",National Republican Senatorial Committee,/web/20180119170854/http://www.politifact.com/florida/statements/2017/aug/17/national-republican-senatorial-committee/ridiculous-statement-republicans-radio-ad-says-sen/,0
"Wages ""haven’t gone up for a long time.""",Donald Trump,/web/20180119170854/http://www.politifact.com/truth-o-meter/statements/2017/aug/17/donald-trump/donald-trump-says-wages-havent-gone-long-time-s-wr/,0
"""There are communities under Sharia law right now in our country. Up in Illinois. ... There’s Sharia law, as I understand it, in Illinois, Indiana -- up there. I don't know.""",Roy Moore,/web/20180119170854/http://www.politifact.com/truth-o-meter/statements/2017/aug/16/roy-moore/alabamas-roy-moore-says-whole-communities-midwest-/,0
"House Bill 330 ""grants immunity from liability to motorists who strike protesters.""",Roy Cooper,/web/20180119170854/http://www.politifact.com/north-carolina/statements/2017/aug/16/roy-cooper/cooper-says-nc-bill-gives-immunity-drivers-who-str/,0
"""Whoopi Goldberg humiliated, handcuffed and dragged out of the TV studio.""",Bloggers,/web/20180119170854/http://www.politifact.com/punditfact/statements/2017/aug/16/blog-posting/fake-news-wrongly-says-whoopi-goldberg-arrested-ru/,0
"Chicago city officials ""have adopted an official policy of protecting criminal aliens who prey on their own residents.""",Jeff Sessions,/web/20180119170854/http://www.politifact.com/illinois/statements/2017/aug/16/jeff-sessions/jeff-sessions-stretches-link-criminal-aliens-and-c/,0
"""The idea of putting up (Confederate) monuments actually didn’t happen right after the Civil War. It happened during the 1960s.""",Joy Reid,/web/20180119170854/http://www.politifact.com/punditfact/statements/2017/aug/15/joy-reid/did-confederate-symbols-gain-prominence-civil-righ/,0
"""Charlottesville car attacker is anti-Trump Antifa supporter.""",PuppetStringNews.com,/web/20180119170912/http://www.politifact.com/punditfact/statements/2017/aug/14/puppetstringnewscom/charlottesville-hit-and-run-driver-was-anti-fascis/,0
"""Virginia police arrest wrong person to cover for Antifa member who ran over protesters.""",PuppetStringNews.com,/web/20180119170912/http://www.politifact.com/punditfact/statements/2017/aug/14/puppetstringnewscom/post-wrongly-says-charlottesville-police-arrested-/,0
"Says Jose Felix Diaz supports President Donald Trump's ""plan to slash Medicare, charge older Americans an age tax and cut coverage for pre-existing conditions.""",Florida Democratic Legislative Campaign Committee,/web/20180119170912/http://www.politifact.com/florida/statements/2017/aug/14/florida-democratic-legislative-campaign-committee/democrats-mislead-attack-linking-florida-senate-ca/,0
"""Half of all immigrant households receive benefits from our social welfare system.""",David Perdue,/web/20180119170912/http://www.politifact.com/georgia/statements/2017/aug/14/david-perdue/sen-david-perdue-half-immigrant-households-benefit/,1
"Emails show Democrats, Hillary Clinton and George Soros instigated and orchestrated racial protests in Charlottesville by trying to ""control"" and keep people ""desperate.""",Alex Jones,/web/20180119170912/http://www.politifact.com/punditfact/statements/2017/aug/14/alex-jones/infowars-alex-jones-falsely-says-george-soros-hill/,0
"""Dwayne 'The Rock' (Johnson) Has Officially Filed For The 2020 Presidential Campaign""",Rearfront.com,/web/20180119170912/http://www.politifact.com/punditfact/statements/2017/aug/14/rearfrontcom/did-dwayne-rock-johnson-officially-file-run-presid/,0
"""Violent crimes where a firearm is used have remained static since 2013 in both New York State and Erie County""",Chris Collins,/web/20180119170912/http://www.politifact.com/new-york/statements/2017/aug/11/chris-collins/how-has-gun-crime-changed-safe-act/,0
"On Foxconn deal, ""3,000 jobs cost #WI taxpayers more than $3 billion in tax giveaways. Break it down: more than $1 million in taxpayer dollars per job.""",Melissa Sargent,/web/20180119170912/http://www.politifact.com/wisconsin/statements/2017/aug/11/melissa-sargent/wisconsin-offering-pay-taiwan-tech-firm-foxconn-1-/,0
"""There's no such thing as a lone wolf. ... That was a phrase invented by the last administration to make Americans stupid.""",Sebastian Gorka,/web/20180119170912/http://www.politifact.com/truth-o-meter/statements/2017/aug/10/sebastian-gorka/no-obama-administration-didnt-invent-term-lone-wol/,0
"There are""thousands of Georgia workers that are misclassified as independent contractors,"" who lose benefits, including health care.",Stacey Evans,/web/20180119170912/http://www.politifact.com/georgia/statements/2017/aug/10/stacey-evans/are-georgia-firms-cheating-1000s-workers-out-healt/,1
"""Barron Trump Rushed To The Hospital, Hospital Releases Statement On His Condition""",Bloggers,/web/20180119170912/http://www.politifact.com/punditfact/statements/2017/aug/10/blog-posting/its-fake-news-barron-trump-was-hospitalized-pneumo/,0
"Says that compared to Rick Baker's time as mayor, Kriseman ""had wet weather events that he did not experience"" that caused sewage spills. Baker ""went through significant periods of drought during his time as mayor.""",Rick Kriseman,/web/20180119170912/http://www.politifact.com/florida/statements/2017/aug/10/rick-kriseman/was-weather-during-krisemans-term-perfect-storm-se/,0
"Tornado carries mobile home 130 miles, family inside unharmed.",Bloggers,/web/20180119170912/http://www.politifact.com/punditfact/statements/2017/aug/10/blog-posting/no-tornado-did-not-carry-mobile-home-130-miles-awa/,0
"Says Scott Walker ""has taken money away from internet expansion in our state.""",Andy Gronik,/web/20180119170912/http://www.politifact.com/wisconsin/statements/2017/aug/10/andy-gronik/testing-democratic-challenger-claim-scott-walker-t/,0
"""It costs us about $33,000 a year (on average nationally) to lock somebody up. In California it costs about $75,000 a year.""",Kamala Harris,/web/20180119170912/http://www.politifact.com/california/statements/2017/aug/09/kamala-harris/does-it-cost-75k-year-lock-inmate-california/,1
"Last year, Democrats won nearly 50% of the vote, yet they hold only 38% of the seats in the state House and 30% of the seats in the state Senate.",Roy Cooper,/web/20180119170912/http://www.politifact.com/north-carolina/statements/2017/aug/09/roy-cooper/cooper-says-dems-won-nearly-half-2016-vote-hold-on/,1
"""Bill Clinton gave North Korea $5 billion and two nuclear reactors in 1994, essentially giving them nukes.""",Viral image,/web/20180119170912/http://www.politifact.com/punditfact/statements/2017/aug/09/viral-image/viral-image-wrongly-blames-bill-clinton-giving-nor/,0
"""My first order as president was to renovate and modernize our nuclear arsenal. It is now far stronger and more powerful than ever before.""",Donald Trump,/web/20180119170930/http://www.politifact.com/truth-o-meter/statements/2017/aug/09/donald-trump/under-donald-trump-us-nuclear-arsenal-far-stronger/,0
"Says President Donald ""Trump orders 13 Obama deep state operatives arrested for treason.""",Bloggers,/web/20180119170930/http://www.politifact.com/punditfact/statements/2017/aug/09/blog-posting/fake-news-claim-trump-arrests-top-obama-officials-/,0
"""We’re spending 18 percent of our GDP on healthcare while the average among industrialized countries is closer to 8 percent.""",Mike Gallagher,/web/20180119170930/http://www.politifact.com/wisconsin/statements/2017/aug/09/mike-gallagher/mike-gallagher-target-claim-health-care-costs-us-v/,1
"Says his time away from Washington coincides with a ""long planned renovation"" for the White House.",Donald Trump,/web/20180119170930/http://www.politifact.com/truth-o-meter/statements/2017/aug/08/donald-trump/renovations-Trump-out-White-House/,1
"Says Russian President Vladimir Putin said Pope Francis ""is not a man of God.""",Bloggers,/web/20180119170930/http://www.politifact.com/punditfact/statements/2017/aug/08/blog-posting/vladimir-putin-said-pope-francis-not-man-god-blogg/,0
"U.S. Sen. John McCain ""was singlehandedly responsible for starting a fire on (the) USS Forrestal aircraft carrier.""",Bloggers,/web/20180119170930/http://www.politifact.com/punditfact/statements/2017/aug/07/blog-posting/posts-blame-john-mccain-deadly-1967-fire-aboard-us/,0
The new tax will make soda sold in Chicago among the most expensive in the country.,Illinois Policy Institute,/web/20180119170930/http://www.politifact.com/illinois/statements/2017/aug/07/illinois-policy-institute/chicago-soda-tax-throws-batting-practice-fastball-/,1
"""United Nations Resolution is the single largest economic sanctions package ever on North Korea. Over one billion dollars in cost to N.K.""",Donald Trump,/web/20180119170930/http://www.politifact.com/truth-o-meter/statements/2017/aug/06/donald-trump/trump-claims-un-sanctions-cost-north-korea-over-1-/,1
"""Kim Jong Un killed in (President Donald) Trump’s overnight black op attack on North Korea.""",Bloggers,/web/20180119170930/http://www.politifact.com/punditfact/statements/2017/aug/04/blog-posting/fake-news-site-posts-north-koreas-kim-jong-un-dead/,0
"""You have almost half the counties in America that have one provider or no provider for insurance"" on the Obamacare exchanges.",Sean Duffy,/web/20180119170930/http://www.politifact.com/wisconsin/statements/2017/aug/04/sean-duffy/nearly-half-counties-have-no-providers-or-one-heal/,0
"Untaxed corporate earnings used to be ""$2.5 trillion … I guess it’s $5 trillion now. Whatever it is, it’s a lot more. So we have anywhere from 4 (trillion) to 5 or even more trillions of dollars sitting offshore.""",Donald Trump,/web/20180119170930/http://www.politifact.com/truth-o-meter/statements/2017/aug/03/donald-trump/are-there-over-4-trillion-untaxed-corporate-earnin/,0
"""Undocumented immigrants commit less crimes than the native born.""",Antonio  Villaraigosa,/web/20180119170930/http://www.politifact.com/california/statements/2017/aug/03/antonio-villaraigosa/mostly-true-undocumented-immigrants-less-likely-co/,1
"""More Texans have jobs today than ever before in the history of our state.""",Greg Abbott,/web/20180119170930/http://www.politifact.com/texas/statements/2017/aug/03/greg-abbott/greg-abbott-says-more-texans-have-jobs-ever/,1
"""Hillary Clinton has third heart attack — docs says she ‘won’t survive’.""",Bloggers,/web/20180119170930/http://www.politifact.com/punditfact/statements/2017/aug/03/blog-posting/hillary-clinton-not-dead-heart-attack-fake-news-si/,0
"Says a New York physician and his wife jumped to their deaths because they ""can’t afford"" Obamacare.",Bloggers,/web/20180119170930/http://www.politifact.com/punditfact/statements/2017/aug/03/blog-posting/blog-posts-dont-update-bad-details-about-couples-s/,0
"Says transgender residents make up ""about 1-in-300 people, we're all over the place, we're your friends and your neighbors.""",Ashley Smith,/web/20180119170930/http://www.politifact.com/texas/statements/2017/aug/03/ashley-smith/ashley-smith-transgender-residents-1-300-greg-abbo/,1
"""A witness will testify against Hillary Clinton.""",Bloggers,/web/20180119170930/http://www.politifact.com/punditfact/statements/2017/aug/03/blog-posting/internet-post-misleads-saying-witness-will-testify/,0
"""The border is down 78 percent. Under past administrations, the border didn’t go down -- it went up.""",Donald Trump,/web/20180119170930/http://www.politifact.com/truth-o-meter/statements/2017/aug/03/donald-trump/false-trumps-claim-about-illegal-immigration-under/,0
"Says Dallas Cowboys owner Jerry Jones told players: ""Stand for the Anthem or you’re off team.""",Greg Abbott,/web/20180119170948/http://www.politifact.com/texas/statements/2017/aug/02/greg-abbott/greg-abbott-celebrates-false-claim-jerry-jones-tol/,0
"""The number of complaints against police officers has decreased from an average when Mr. (Rick) Baker was mayor from 78 to 14.""",Rick Kriseman,/web/20180119170948/http://www.politifact.com/florida/statements/2017/aug/02/rick-kriseman/have-number-complaints-against-police-dropped-unde/,1
"Says Debbie Wasserman Schultz ""going to mental hospital after what she did overnight desperate to escape arrest.""",US Daily News 24,/web/20180119170948/http://www.politifact.com/florida/statements/2017/aug/02/usdailynews24/headline-states-debbie-wasserman-schultz-headed-me/,0
"As written, the (Illinois school funding) bill includes a bailout of Chicago’s broken teacher pension system.",Bruce Rauner,/web/20180119170948/http://www.politifact.com/illinois/statements/2017/aug/01/bruce-rauner/rauners-chicago-schools-bailout-claim-rooted-polit/,0
"Says Dontre Hamilton ""was shot 14 times by police for resting on a park bench in Milwaukee.""",Gwen Moore,/web/20180119170948/http://www.politifact.com/wisconsin/statements/2017/aug/01/gwen-moore/case-dontre-hamilton-did-milwaukee-police-shoot-ma/,1
"""Business spirit is the highest it's ever been, according to polls.""",Donald Trump,/web/20180119170948/http://www.politifact.com/truth-o-meter/statements/2017/jul/31/donald-trump/donald-trump-says-business-spirit-highest-its-ever/,0
"Says Donald Trump was seen ""looking deliberately over a disabled child's head, ignoring his outstretched hand.""",J.K. Rowling,/web/20180119170948/http://www.politifact.com/punditfact/statements/2017/jul/31/jk-rowling/jk-rowling-falsely-accuses-trump-not-shaking-disab/,0
"California and New York are ""the two biggest polluting states in the country.""",Chris Sununu,/web/20180119170948/http://www.politifact.com/new-hampshire/statements/2017/jul/28/chris-sununu/nh-governor-calls-new-york-california-biggest-poll/,0
"""Barack Obama tweets sick attack on John McCain, says he should have died.""",Bloggers,/web/20180119170948/http://www.politifact.com/punditfact/statements/2017/jul/28/blog-posting/fake-tweet-said-obama-hoped-mccain-would-die-brain/,0
"The Inland Empire is ""the second fastest growing region"" for jobs in California.",Gavin Newsom,/web/20180119170948/http://www.politifact.com/california/statements/2017/jul/27/gavin-newsom/inland-empire-second-only-san-francisco-california/,1
"""In light of the leak of my financial disclosure info which is a felony I will be contacting @FBI and the @TheJusticeDept""",Anthony Scaramucci,/web/20180119170948/http://www.politifact.com/truth-o-meter/statements/2017/jul/27/anthony-scaramucci/it-felony-leak-financial-disclosure-form-anthony-s/,0
"In economic growth, ""Obama's best year was slower than Bill Clinton's worst year.""",Newt Gingrich,/web/20180119170948/http://www.politifact.com/georgia/statements/2017/jul/27/newt-gingrich/was-barack-obamas-best-economic-year-worse-bill-cl/,1
"""Of all the money we spend on education, less than 32 percent goes to teachers.""",Dan Patrick,/web/20180119170948/http://www.politifact.com/texas/statements/2017/jul/27/dan-patrick/dan-patrick-says-32-percent-texas-public-school-sp/,1
"""In order to sell insurance in Florida there are over 40 separate individual conditions that must be covered. ... far beyond the essential health benefits included in Obamacare.""",Marco Rubio,/web/20180119170948/http://www.politifact.com/florida/statements/2017/jul/27/marco-rubio/marco-rubio-says-florida-mandates-coverage-more-co/,0
"There were 2,761 auto thefts in 2006 under Rick Baker and 1,095 auto thefts in 2016.",Rick Kriseman,/web/20180119170948/http://www.politifact.com/florida/statements/2017/jul/27/rick-kriseman/taking-closer-look-auto-theft-problem-st-petersbur/,1
"""We've achieved a historic increase in defense spending to get our troops the support they so richly deserve.""",Donald Trump,/web/20180119171004/http://www.politifact.com/truth-o-meter/statements/2017/jul/27/donald-trump/its-false-trump-achieved-historic-increase-defense/,0
"Republicans have "" won a thousand seats since Obamacare.""",Sean Duffy,/web/20180119171004/http://www.politifact.com/wisconsin/statements/2017/jul/27/sean-duffy/duffy-track-claim-1000-seat-pickup-gop-obamacare/,1
"""Twitter reaches only 15 percent of the population.""",Mark Cuban,/web/20180119171004/http://www.politifact.com/texas/statements/2017/jul/26/mark-cuban/mark-cuban-says-twitter-reaches-only-15-population/,1
"""You've got thousands of people serving in the military who are transgender.""",Ted Lieu,/web/20180119171004/http://www.politifact.com/truth-o-meter/statements/2017/jul/26/ted-lieu/thousands-transgender-americans-serve-military-con/,1
"Cher ""is moving to Canada because of President Trump.""",Bloggers,/web/20180119171004/http://www.politifact.com/punditfact/statements/2017/jul/26/blog-posting/did-cher-move-canada-because-donald-trump/,0
"Amazon has a ""no-tax monopoly.""",Donald Trump,/web/20180119171004/http://www.politifact.com/truth-o-meter/statements/2017/jul/26/donald-trump/amazon-no-tax-monopoly-donald-trump-said/,0
"""Russian mansions Obama seized were meant to be illegal gifts to Sasha and Malia""",Bloggers,/web/20180119171004/http://www.politifact.com/punditfact/statements/2017/jul/26/blog-posting/its-fake-news-obama-seized-russian-mansions-gifts-/,0
"""When the price for oil goes up on the markets, it goes right up, but it never goes down.""",Charles Schumer,/web/20180119171004/http://www.politifact.com/truth-o-meter/statements/2017/jul/25/charles-schumer/yes-chuck-schumer-oil-prices-do-fall/,0
"""We had the best jobs report in 16 years.""",Donald Trump,/web/20180119171004/http://www.politifact.com/truth-o-meter/statements/2017/jul/25/donald-trump/donald-trump-right-us-just-had-best-jobs-report-16/,1
"""The person in charge of the Hillary investigation, Andrew McCabe, got $700,000 from (Hillary Clinton) for wife!""",Donald Trump,/web/20180119171004/http://www.politifact.com/truth-o-meter/statements/2017/jul/25/donald-trump/tweet-donald-trump-revives-charge-improper-ties-be/,0
"Say Gretchen Carlson said, ""The 2nd Amendment Was Written Before Guns Were Invented.""",Bloggers,/web/20180119171004/http://www.politifact.com/punditfact/statements/2017/jul/24/blog-posting/no-gretchen-carlson-didnt-say-2nd-amendment-writte/,0
"Say Oscar Pistorius ""commits suicide in prison.""",Bloggers,/web/20180119171004/http://www.politifact.com/punditfact/statements/2017/jul/24/blog-posting/fake-newsoscar-pistorius-did-not-commit-suicide/,0
"Preliminary murder rates in Philadelphia ""will put the murder rate at the highest of this decade in the city.""",Jeff Sessions,/web/20180119171004/http://www.politifact.com/pennsylvania/statements/2017/jul/24/jeff-sessions/will-phillys-murder-rate-be-highest-decade-ag-jeff/,0
"""According to a recent study from the University of California Riverside, (sanctuary) cities with these policies have more violent crime on average than those that don’t.""",Jeff Sessions,/web/20180119171004/http://www.politifact.com/truth-o-meter/statements/2017/jul/24/jeff-sessions/jeff-sessions-mischaracterizes-study-sanctuary-cit/,0
"""We have been able to cut New York’s uninsured rate in half since 2013 from 10 percent to 5 percent of our population.""",Eric Schneiderman,/web/20180119171004/http://www.politifact.com/new-york/statements/2017/jul/24/eric-schneiderman/how-has-obamacare-lowered-new-yorks-uninsured-rate/,1
"Just 6 percent of Americans say Russia is the country’s most important issue, yet the story receives ""75 percent of the coverage"" in the media.",Kellyanne Conway,/web/20180119171004/http://www.politifact.com/truth-o-meter/statements/2017/jul/23/kellyanne-conway/does-russia-take-75-percent-media-coverage/,0
"""More people, almost twice as many, pay the penalty or take the waiver than signed up for (Obamacare).""",Kevin McCarthy,/web/20180119171018/http://www.politifact.com/california/statements/2017/jul/21/kevin-mccarthy/kevin-mccarthys-false-claim-obamacare-sign-ups/,0
"""We now have about one-third of New York’s population on Medicaid.""",John Faso,/web/20180119171018/http://www.politifact.com/new-york/statements/2017/jul/21/john-faso/one-three-people-new-york-are-medicaid/,1
"During the Nixon Watergate investigation, ""out of courtesy, the FBI started reporting to the Department of Justice. But there was nothing official.""",Donald Trump,/web/20180119171018/http://www.politifact.com/truth-o-meter/statements/2017/jul/21/donald-trump/trump-watergate-fbi-reported-doj-courtesy/,0
Says President Richard Nixon held meetings with heads of state without an American interpreter.,Ian Bremmer,/web/20180119171018/http://www.politifact.com/punditfact/statements/2017/jul/21/ian-bremmer/nixon-sometimes-met-leaders-without-his-own-transl/,1
"""We went from zero A elementary schools when I took office to 16 when I left, and our total A and B schools went up by 260 percent.""",Rick Baker,/web/20180119171018/http://www.politifact.com/florida/statements/2017/jul/21/rick-baker/did-number-schools-increase-under-former-mayor-ric/,1
"Says Paul Ryan ""has not had a public town hall within the district for over 600 days.""",Randy Bryce,/web/20180119171018/http://www.politifact.com/wisconsin/statements/2017/jul/21/randy-bryce/challenger-target-claim-paul-ryan-has-gone-600-day/,1
"""Kim Jong Un dead: North Koreans calling Trump an assassin""",Bloggers,/web/20180119171018/http://www.politifact.com/punditfact/statements/2017/jul/20/blog-posting/its-fake-news-american-killed-north-koreas-leader-/,0
"""We’ve signed more bills -- and I’m talking about through the legislature -- than any president ever.""",Donald Trump,/web/20180119171018/http://www.politifact.com/wisconsin/statements/2017/jul/20/donald-trump/donald-trump-not-close-claiming-he-has-signed-more/,0
