statement,source,link,veracity
"The Clinton Foundation is sending water to Houston ""for $7 a bottle.""",OurLandOfTheFree.com,/web/20180119170754/http://www.politifact.com/punditfact/statements/2017/sep/06/ourlandofthefreecom/no-clinton-foundation-not-charging-7-water-bottle-/,0
"""Hurricane Irma could be a Category 6 by the time it hits East Coast.""",Bloggers,/web/20180119170754/http://www.politifact.com/punditfact/statements/2017/sep/06/blog-posting/no-hurricane-irma-cant-be-category-6-storm/,0
Says Lady Gaga was arrested after a confrontation with First Lady Melania Trump.,Bloggers,/web/20180119170754/http://www.politifact.com/punditfact/statements/2017/sep/06/blog-posting/no-lady-gaga-was-not-arrested-criticizing-melania-/,0
"""My grandparents were proud immigrants to the United States of America, here to Illinois in the late 1800s. My grandparents did not speak English when they were young.""",Bruce Rauner,/web/20180119170819/http://www.politifact.com/illinois/statements/2017/sep/05/bruce-rauner/rauner-trims-twists-branches-his-family-tree-immig/,0
"Hurricane Irma is ""predicted to come through Mexico, hit us and everything in between up to Houston.""",Bloggers,/web/20180119170819/http://www.politifact.com/punditfact/statements/2017/sep/01/blog-posting/map-showing-hurricane-irma-path-hit-houston-fake-n/,0
"""Navy destroyer strikes a building in downtown Houston.""",Bloggers,/web/20180119170819/http://www.politifact.com/punditfact/statements/2017/sep/01/blog-posting/internet-rumor-about-navy-destroyer-hitting-housto/,0
"Says Manny Pacquiao, Usain Bolt and Princes William and Harry have donated tens of millions of dollars to Hurricane Harvey victims.",Bloggers,/web/20180119170819/http://www.politifact.com/punditfact/statements/2017/sep/01/blog-posting/celebrity-donations-tens-millions-dollars-harvey-v/,0
"""It is shocking to me that Police Commissioner Richard Ross and Mayor Jim Kenney allowed this illegal occupation to go on for hours without taking any action to enforce the law…""",Martina White,/web/20180119170819/http://www.politifact.com/pennsylvania/statements/2017/sep/01/martina-white/why-black-lives-matter-protest-outside-philly-poli/,0
"Says video shows Mike Pence quoting the Bible as justification for ""Congress not to fund Katrina relief effort.""",Liberal Bloggers,/web/20180119170819/http://www.politifact.com/truth-o-meter/statements/2017/aug/31/liberal-bloggers/mike-pence-cited-bible-oppose-katrina-relief-liber/,0
"""We stopped traffic coming through -- 78 percent.""",Donald Trump,/web/20180119170819/http://www.politifact.com/truth-o-meter/statements/2017/aug/31/donald-trump/donald-trump-repeats-false-claim-about-border-stop/,0
"""Floyd Mayweather Jr. donates a whopping sum of money to Houston after hurricane.""",HoustonChronicle-tv.com,/web/20180119170819/http://www.politifact.com/punditfact/statements/2017/aug/30/houstonchronicle-tvcom/its-fake-news-floyd-mayweather-jr-donated-200-mill/,0
Photo shows severe flooding at a Houston airport.,Bloggers,/web/20180119170819/http://www.politifact.com/punditfact/statements/2017/aug/29/blog-posting/fake-photo-shows-possible-climate-change-effects-n/,0
"Says Adam Sandler said ""Mormons are some of the most decent people I’ve ever come across.""",Bloggers,/web/20180119170819/http://www.politifact.com/punditfact/statements/2017/aug/29/blog-posting/fake-news-sites-say-celebrities-praise-mormons-quo/,0
"""I think what the authors of the (25th) Amendment principally had in mind was some kind of physical incapacitation or serious mental illness or a breakdown, an inability to function in office.""",Adam Schiff,/web/20180119170819/http://www.politifact.com/truth-o-meter/statements/2017/aug/29/adam-schiff/when-can-25th-amendment-be-used-against-president/,1
"Says his conviction is ""a political witch hunt by holdovers in the Obama justice department.""",Joe Arpaio,/web/20180119170819/http://www.politifact.com/truth-o-meter/statements/2017/aug/29/joe-arpaio/arpaio-falsely-ties-conviction-obama-administratio/,0
Photo shows a shark swimming on a freeway in Houston.,Bloggers,/web/20180119170819/http://www.politifact.com/truth-o-meter/statements/2017/aug/28/blog-posting/there-are-no-sharks-swimming-streets-houston-or-an/,0
"""President (Donald) Trump pardons Kim Davis.""",OurLandOfTheFree.com,/web/20180119170837/http://www.politifact.com/punditfact/statements/2017/aug/28/ourlandofthefreecom/its-fake-news-trump-pardoned-kentucky-clerk-kim-da/,0
"""Obama is in Texas serving meals!""",Bloggers,/web/20180119170837/http://www.politifact.com/punditfact/statements/2017/aug/28/blog-posting/outdated-photo-wrongly-suggests-barack-obama-food-/,0
"Public schools, colleges and state-funded day care centers ""will be made into sanctuaries by Bruce Rauner signing SB 31.""",Illinois Family Institute,/web/20180119170837/http://www.politifact.com/illinois/statements/2017/aug/28/illinois-family-institute/illinois-schools-immigrant-sanctuaries-if-only-the/,0
"""I'm the only candidate who has not accepted money from Carl Paladino nor LPCiminelli; two of the biggest developers in the city of Buffalo.""",Betty Jean Grant,/web/20180119170837/http://www.politifact.com/new-york/statements/2017/aug/25/betty-jean-grant/which-candidates-mayor-took-money-top-buffalo-deve/,1
Says Rick Kriseman is $35 million over budget on St. Petersburg’s new police station.,Rick Baker,/web/20180119170837/http://www.politifact.com/florida/statements/2017/aug/25/rick-baker/former-mayor-rick-baker-wrongly-says-new-police-he/,0
"""We’ve got dozens of counties around America that have zero insurers left.""",Paul Ryan,/web/20180119170837/http://www.politifact.com/truth-o-meter/statements/2017/aug/24/paul-ryan/ryan-way-obamacare-county-insurance-stat-cnn-town-/,0
"""At the PEAK of slavery in 1860, only 1.4% of Americans owned slaves. What your history books (don't) tell you is that 3,000 blacks owned a total of 20,000 slaves the same year.""",Viral image,/web/20180119170837/http://www.politifact.com/punditfact/statements/2017/aug/24/viral-image/viral-post-gets-it-wrong-extent-slavery-1860/,0
"""We have become an energy exporter for the first time ever just recently.""",Donald Trump,/web/20180119170837/http://www.politifact.com/truth-o-meter/statements/2017/aug/23/donald-trump/donald-trump-wrongly-says-us-net-energy-exporte/,0
"""There aren't too many people outside protesting"" his speech at the Phoenix Convention Center.",Donald Trump,/web/20180119170837/http://www.politifact.com/truth-o-meter/statements/2017/aug/23/donald-trump/trumps-false-claim-there-werent-too-many-peop/,0
"Says ""Barcelona terrorist"" is cousins with former President Barack Obama.",Bloggers,/web/20180119170837/http://www.politifact.com/punditfact/statements/2017/aug/23/blog-posting/barcelona-terrorist-related-barack-obama-fake-news/,0
"""Rosa Parks’ daughter praises (President Donald) Trump’s response to Charlottesville.""",Bloggers,/web/20180119170837/http://www.politifact.com/punditfact/statements/2017/aug/23/blog-posting/fake-news-rosa-parks-had-no-daughter-could-praise-/,0
"Says Sen. Jon Tester ""believes that we should have a national registration so that the people of Montana should have to ask permission before they purchase a gun, ask permission from the federal government.""",Matthew Rosendale,/web/20180119170854/http://www.politifact.com/truth-o-meter/statements/2017/aug/21/matthew-rosendale/republican-senate-hopeful-claims-montana-sen-jon-t/,0
"""White supremacist who killed protester is a Democrat and visited (President Barack) Obama in Oval Office.""",Bloggers,/web/20180119170854/http://www.politifact.com/punditfact/statements/2017/aug/21/blog-posting/story-obama-supporter-was-behind-wheel-car-charlot/,0
Says there is proof Democrats hired actors to plan violence in Charlottesville.,Bloggers,/web/20180119170854/http://www.politifact.com/punditfact/statements/2017/aug/18/blog-posting/blog-posts-wrongly-say-theres-proof-democrats-hire/,0
"White nationalist protesters in Charlottesville ""had a permit. The other group didn’t have a permit.""",Donald Trump,/web/20180119170854/http://www.politifact.com/truth-o-meter/statements/2017/aug/17/donald-trump/donald-trump-wrong-charlottesville-counter-protest/,0
"""The United States ended slavery around the world, and maybe we should get some credit for that, too.""",Tucker Carlson,/web/20180119170854/http://www.politifact.com/punditfact/statements/2017/aug/17/tucker-carlson/tucker-carlson-wrongly-says-united-states-ended-sl/,0
"""Study what General Pershing of the United States did to terrorists when caught. There was no more Radical Islamic Terror for 35 years!""",Donald Trump,/web/20180119170854/http://www.politifact.com/truth-o-meter/statements/2017/aug/17/donald-trump/donald-trump-retells-pants-fire-claim-about-gen-pe/,0
"Says Sen. Bill Nelson ""has aligned himself with communists and dictators,"" ""went to Venezuela to admire Chávez’s revolution"" and ""supports murderers.""",National Republican Senatorial Committee,/web/20180119170854/http://www.politifact.com/florida/statements/2017/aug/17/national-republican-senatorial-committee/ridiculous-statement-republicans-radio-ad-says-sen/,0
"Wages ""haven’t gone up for a long time.""",Donald Trump,/web/20180119170854/http://www.politifact.com/truth-o-meter/statements/2017/aug/17/donald-trump/donald-trump-says-wages-havent-gone-long-time-s-wr/,0
"""There are communities under Sharia law right now in our country. Up in Illinois. ... There’s Sharia law, as I understand it, in Illinois, Indiana -- up there. I don't know.""",Roy Moore,/web/20180119170854/http://www.politifact.com/truth-o-meter/statements/2017/aug/16/roy-moore/alabamas-roy-moore-says-whole-communities-midwest-/,0
"""Whoopi Goldberg humiliated, handcuffed and dragged out of the TV studio.""",Bloggers,/web/20180119170854/http://www.politifact.com/punditfact/statements/2017/aug/16/blog-posting/fake-news-wrongly-says-whoopi-goldberg-arrested-ru/,0
"Chicago city officials ""have adopted an official policy of protecting criminal aliens who prey on their own residents.""",Jeff Sessions,/web/20180119170854/http://www.politifact.com/illinois/statements/2017/aug/16/jeff-sessions/jeff-sessions-stretches-link-criminal-aliens-and-c/,0
"""Charlottesville car attacker is anti-Trump Antifa supporter.""",PuppetStringNews.com,/web/20180119170912/http://www.politifact.com/punditfact/statements/2017/aug/14/puppetstringnewscom/charlottesville-hit-and-run-driver-was-anti-fascis/,0
"""Virginia police arrest wrong person to cover for Antifa member who ran over protesters.""",PuppetStringNews.com,/web/20180119170912/http://www.politifact.com/punditfact/statements/2017/aug/14/puppetstringnewscom/post-wrongly-says-charlottesville-police-arrested-/,0
"Emails show Democrats, Hillary Clinton and George Soros instigated and orchestrated racial protests in Charlottesville by trying to ""control"" and keep people ""desperate.""",Alex Jones,/web/20180119170912/http://www.politifact.com/punditfact/statements/2017/aug/14/alex-jones/infowars-alex-jones-falsely-says-george-soros-hill/,0
"""Dwayne 'The Rock' (Johnson) Has Officially Filed For The 2020 Presidential Campaign""",Rearfront.com,/web/20180119170912/http://www.politifact.com/punditfact/statements/2017/aug/14/rearfrontcom/did-dwayne-rock-johnson-officially-file-run-presid/,0
"On Foxconn deal, ""3,000 jobs cost #WI taxpayers more than $3 billion in tax giveaways. Break it down: more than $1 million in taxpayer dollars per job.""",Melissa Sargent,/web/20180119170912/http://www.politifact.com/wisconsin/statements/2017/aug/11/melissa-sargent/wisconsin-offering-pay-taiwan-tech-firm-foxconn-1-/,0
"""There's no such thing as a lone wolf. ... That was a phrase invented by the last administration to make Americans stupid.""",Sebastian Gorka,/web/20180119170912/http://www.politifact.com/truth-o-meter/statements/2017/aug/10/sebastian-gorka/no-obama-administration-didnt-invent-term-lone-wol/,0
"""Barron Trump Rushed To The Hospital, Hospital Releases Statement On His Condition""",Bloggers,/web/20180119170912/http://www.politifact.com/punditfact/statements/2017/aug/10/blog-posting/its-fake-news-barron-trump-was-hospitalized-pneumo/,0
"Tornado carries mobile home 130 miles, family inside unharmed.",Bloggers,/web/20180119170912/http://www.politifact.com/punditfact/statements/2017/aug/10/blog-posting/no-tornado-did-not-carry-mobile-home-130-miles-awa/,0
"""It costs us about $33,000 a year (on average nationally) to lock somebody up. In California it costs about $75,000 a year.""",Kamala Harris,/web/20180119170912/http://www.politifact.com/california/statements/2017/aug/09/kamala-harris/does-it-cost-75k-year-lock-inmate-california/,1
"""Bill Clinton gave North Korea $5 billion and two nuclear reactors in 1994, essentially giving them nukes.""",Viral image,/web/20180119170912/http://www.politifact.com/punditfact/statements/2017/aug/09/viral-image/viral-image-wrongly-blames-bill-clinton-giving-nor/,0
"""My first order as president was to renovate and modernize our nuclear arsenal. It is now far stronger and more powerful than ever before.""",Donald Trump,/web/20180119170930/http://www.politifact.com/truth-o-meter/statements/2017/aug/09/donald-trump/under-donald-trump-us-nuclear-arsenal-far-stronger/,0
"Says President Donald ""Trump orders 13 Obama deep state operatives arrested for treason.""",Bloggers,/web/20180119170930/http://www.politifact.com/punditfact/statements/2017/aug/09/blog-posting/fake-news-claim-trump-arrests-top-obama-officials-/,0
"Says his time away from Washington coincides with a ""long planned renovation"" for the White House.",Donald Trump,/web/20180119170930/http://www.politifact.com/truth-o-meter/statements/2017/aug/08/donald-trump/renovations-Trump-out-White-House/,1
"Says Russian President Vladimir Putin said Pope Francis ""is not a man of God.""",Bloggers,/web/20180119170930/http://www.politifact.com/punditfact/statements/2017/aug/08/blog-posting/vladimir-putin-said-pope-francis-not-man-god-blogg/,0
"U.S. Sen. John McCain ""was singlehandedly responsible for starting a fire on (the) USS Forrestal aircraft carrier.""",Bloggers,/web/20180119170930/http://www.politifact.com/punditfact/statements/2017/aug/07/blog-posting/posts-blame-john-mccain-deadly-1967-fire-aboard-us/,0
The new tax will make soda sold in Chicago among the most expensive in the country.,Illinois Policy Institute,/web/20180119170930/http://www.politifact.com/illinois/statements/2017/aug/07/illinois-policy-institute/chicago-soda-tax-throws-batting-practice-fastball-/,1
"""Kim Jong Un killed in (President Donald) Trump’s overnight black op attack on North Korea.""",Bloggers,/web/20180119170930/http://www.politifact.com/punditfact/statements/2017/aug/04/blog-posting/fake-news-site-posts-north-koreas-kim-jong-un-dead/,0
"Untaxed corporate earnings used to be ""$2.5 trillion … I guess it’s $5 trillion now. Whatever it is, it’s a lot more. So we have anywhere from 4 (trillion) to 5 or even more trillions of dollars sitting offshore.""",Donald Trump,/web/20180119170930/http://www.politifact.com/truth-o-meter/statements/2017/aug/03/donald-trump/are-there-over-4-trillion-untaxed-corporate-earnin/,0
"""Hillary Clinton has third heart attack — docs says she ‘won’t survive’.""",Bloggers,/web/20180119170930/http://www.politifact.com/punditfact/statements/2017/aug/03/blog-posting/hillary-clinton-not-dead-heart-attack-fake-news-si/,0
"Says a New York physician and his wife jumped to their deaths because they ""can’t afford"" Obamacare.",Bloggers,/web/20180119170930/http://www.politifact.com/punditfact/statements/2017/aug/03/blog-posting/blog-posts-dont-update-bad-details-about-couples-s/,0
"Says transgender residents make up ""about 1-in-300 people, we're all over the place, we're your friends and your neighbors.""",Ashley Smith,/web/20180119170930/http://www.politifact.com/texas/statements/2017/aug/03/ashley-smith/ashley-smith-transgender-residents-1-300-greg-abbo/,1
"""A witness will testify against Hillary Clinton.""",Bloggers,/web/20180119170930/http://www.politifact.com/punditfact/statements/2017/aug/03/blog-posting/internet-post-misleads-saying-witness-will-testify/,0
"""The border is down 78 percent. Under past administrations, the border didn’t go down -- it went up.""",Donald Trump,/web/20180119170930/http://www.politifact.com/truth-o-meter/statements/2017/aug/03/donald-trump/false-trumps-claim-about-illegal-immigration-under/,0
"Says Dallas Cowboys owner Jerry Jones told players: ""Stand for the Anthem or you’re off team.""",Greg Abbott,/web/20180119170948/http://www.politifact.com/texas/statements/2017/aug/02/greg-abbott/greg-abbott-celebrates-false-claim-jerry-jones-tol/,0
"Says Debbie Wasserman Schultz ""going to mental hospital after what she did overnight desperate to escape arrest.""",US Daily News 24,/web/20180119170948/http://www.politifact.com/florida/statements/2017/aug/02/usdailynews24/headline-states-debbie-wasserman-schultz-headed-me/,0
"As written, the (Illinois school funding) bill includes a bailout of Chicago’s broken teacher pension system.",Bruce Rauner,/web/20180119170948/http://www.politifact.com/illinois/statements/2017/aug/01/bruce-rauner/rauners-chicago-schools-bailout-claim-rooted-polit/,0
"Says Donald Trump was seen ""looking deliberately over a disabled child's head, ignoring his outstretched hand.""",J.K. Rowling,/web/20180119170948/http://www.politifact.com/punditfact/statements/2017/jul/31/jk-rowling/jk-rowling-falsely-accuses-trump-not-shaking-disab/,0
"""Barack Obama tweets sick attack on John McCain, says he should have died.""",Bloggers,/web/20180119170948/http://www.politifact.com/punditfact/statements/2017/jul/28/blog-posting/fake-tweet-said-obama-hoped-mccain-would-die-brain/,0
"The Inland Empire is ""the second fastest growing region"" for jobs in California.",Gavin Newsom,/web/20180119170948/http://www.politifact.com/california/statements/2017/jul/27/gavin-newsom/inland-empire-second-only-san-francisco-california/,1
"""In light of the leak of my financial disclosure info which is a felony I will be contacting @FBI and the @TheJusticeDept""",Anthony Scaramucci,/web/20180119170948/http://www.politifact.com/truth-o-meter/statements/2017/jul/27/anthony-scaramucci/it-felony-leak-financial-disclosure-form-anthony-s/,0
"""We've achieved a historic increase in defense spending to get our troops the support they so richly deserve.""",Donald Trump,/web/20180119171004/http://www.politifact.com/truth-o-meter/statements/2017/jul/27/donald-trump/its-false-trump-achieved-historic-increase-defense/,0
"Cher ""is moving to Canada because of President Trump.""",Bloggers,/web/20180119171004/http://www.politifact.com/punditfact/statements/2017/jul/26/blog-posting/did-cher-move-canada-because-donald-trump/,0
"Amazon has a ""no-tax monopoly.""",Donald Trump,/web/20180119171004/http://www.politifact.com/truth-o-meter/statements/2017/jul/26/donald-trump/amazon-no-tax-monopoly-donald-trump-said/,0
"""Russian mansions Obama seized were meant to be illegal gifts to Sasha and Malia""",Bloggers,/web/20180119171004/http://www.politifact.com/punditfact/statements/2017/jul/26/blog-posting/its-fake-news-obama-seized-russian-mansions-gifts-/,0
"""When the price for oil goes up on the markets, it goes right up, but it never goes down.""",Charles Schumer,/web/20180119171004/http://www.politifact.com/truth-o-meter/statements/2017/jul/25/charles-schumer/yes-chuck-schumer-oil-prices-do-fall/,0
"Say Gretchen Carlson said, ""The 2nd Amendment Was Written Before Guns Were Invented.""",Bloggers,/web/20180119171004/http://www.politifact.com/punditfact/statements/2017/jul/24/blog-posting/no-gretchen-carlson-didnt-say-2nd-amendment-writte/,0
"Say Oscar Pistorius ""commits suicide in prison.""",Bloggers,/web/20180119171004/http://www.politifact.com/punditfact/statements/2017/jul/24/blog-posting/fake-newsoscar-pistorius-did-not-commit-suicide/,0
"""We have been able to cut New York’s uninsured rate in half since 2013 from 10 percent to 5 percent of our population.""",Eric Schneiderman,/web/20180119171004/http://www.politifact.com/new-york/statements/2017/jul/24/eric-schneiderman/how-has-obamacare-lowered-new-yorks-uninsured-rate/,1
"""More people, almost twice as many, pay the penalty or take the waiver than signed up for (Obamacare).""",Kevin McCarthy,/web/20180119171018/http://www.politifact.com/california/statements/2017/jul/21/kevin-mccarthy/kevin-mccarthys-false-claim-obamacare-sign-ups/,0
"""We now have about one-third of New York’s population on Medicaid.""",John Faso,/web/20180119171018/http://www.politifact.com/new-york/statements/2017/jul/21/john-faso/one-three-people-new-york-are-medicaid/,1
"During the Nixon Watergate investigation, ""out of courtesy, the FBI started reporting to the Department of Justice. But there was nothing official.""",Donald Trump,/web/20180119171018/http://www.politifact.com/truth-o-meter/statements/2017/jul/21/donald-trump/trump-watergate-fbi-reported-doj-courtesy/,0
Says President Richard Nixon held meetings with heads of state without an American interpreter.,Ian Bremmer,/web/20180119171018/http://www.politifact.com/punditfact/statements/2017/jul/21/ian-bremmer/nixon-sometimes-met-leaders-without-his-own-transl/,1
"""Kim Jong Un dead: North Koreans calling Trump an assassin""",Bloggers,/web/20180119171018/http://www.politifact.com/punditfact/statements/2017/jul/20/blog-posting/its-fake-news-american-killed-north-koreas-leader-/,0
"""We’ve signed more bills -- and I’m talking about through the legislature -- than any president ever.""",Donald Trump,/web/20180119171018/http://www.politifact.com/wisconsin/statements/2017/jul/20/donald-trump/donald-trump-not-close-claiming-he-has-signed-more/,0
"""One"" Texas school ""district alone -- Austin ISD -- is expected to lose more than $530 million in local property taxes to Robin Hood this year.""",Joe Straus,/web/20180119171018/http://www.politifact.com/texas/statements/2017/jul/19/joe-straus/joe-straus-says-austin-school-district-expected-lo/,1
"""The last majority-Anglo high school class in Texas graduated in 2014.""",Evan Smith,/web/20180119171018/http://www.politifact.com/texas/statements/2017/jul/19/evan-smith/evan-smith-incorrectly-says-last-anglo-majority-te/,0
"""America has more people employed as tax preparers (1.2 million) than as police and firefighters.""",George Will,/web/20180119171018/http://www.politifact.com/punditfact/statements/2017/jul/18/george-will/do-tax-preparers-outnumber-firefighters-and-police/,0
Shepard Smith was fired from Fox News.,Bloggers,/web/20180119171018/http://www.politifact.com/punditfact/statements/2017/jul/18/blog-posting/no-fox-news-anchor-shepard-smith-did-not-punch-sea/,0
"Says Ted Kennedy met ""with the KGB in order to beat Ronald Reagan in 1984.""",Greg Gutfeld,/web/20180119171018/http://www.politifact.com/punditfact/statements/2017/jul/18/greg-gutfeld/fox-news-host-cites-ted-kennedy-kgb-meeting-never-/,0
"""There was someone else on that plane for the secret Bill Clinton/Loretta Lynch meeting.""",Bloggers,/web/20180119171018/http://www.politifact.com/punditfact/statements/2017/jul/18/blog-posting/fake-news-saga-claims-paul-ryan-attended-loretta-l/,0
"""Malia Obama Fired From Cushy Internship At Spanish Embassy""",FreedomCrossroads.us,/web/20180119171031/http://www.politifact.com/punditfact/statements/2017/jul/18/freedomcrossroadsus/no-malia-obama-wasnt-fired-smoking-marijuana/,0
"""White House chef quits because Trump has only eaten fast food for 6 months.""",HalfwayPost.com,/web/20180119171031/http://www.politifact.com/punditfact/statements/2017/jul/17/halfwaypostcom/white-house-chefs-faux-resignation-fake-news-menu/,0
"Says his job approval poll numbers are ""not bad"" relative to other presidents at this point in his presidency.",Donald Trump,/web/20180119171031/http://www.politifact.com/truth-o-meter/statements/2017/jul/17/donald-trump/trumps-false-claim-his-presidential-approval-ratin/,0
"In Ohio, due to Medicaid expansion, ""nearly 60,000 disabled citizens are stuck on waiting lists ... leaving them without the care they need for months or even years.""",Mike Pence,/web/20180119171031/http://www.politifact.com/truth-o-meter/statements/2017/jul/17/mike-pence/pence-falsely-ties-medicaid-expansion-disability-w/,0
"""I helped win one of the biggest private lawsuits against Medicare fraud in history. The government declined to pursue the case, so my firm did, and we recovered $324 million for taxpayers.""",Stacey Evans,/web/20180119171031/http://www.politifact.com/georgia/statements/2017/jul/14/stacey-evans/did-stacey-evans-help-win-one-biggest-private-laws/,1
"Says ""Donald Trump was doing a rally in the state of Florida"" the day Trump's son and others met with a Russian lawyer in New York.",Corey Lewandowski,/web/20180119171031/http://www.politifact.com/punditfact/statements/2017/jul/14/corey-lewandowski/lewandowski-wrongly-says-trump-florida-day-trump-t/,0
"Says former Rep. Michele Bachmann said that ""White People Have Suffered More In The Last 8 Years Than Blacks Did During Couple Years Of Slavery.""",Uspoln Website,/web/20180119171031/http://www.politifact.com/punditfact/statements/2017/jul/14/uspoln/no-bachmann-didnt-say-whites-suffered-more-under-o/,0
"""It's an absolute fact"" that China and North Korea ""have consistently over many, many years"" meddled in U.S. elections.",Reince Priebus,/web/20180119171031/http://www.politifact.com/wisconsin/statements/2017/jul/13/reince-priebus/china-and-north-korea-consistently-over-many-many-/,0
Says two of U.S. Rep. Nancy Pelosi’s daughters were arrested for smuggling drugs.,Bloggers,/web/20180119171031/http://www.politifact.com/punditfact/statements/2017/jul/13/blog-posting/fake-news-saga-wrongly-says-nancy-pelosis-daughter/,0
"Says ""CNN host Fareed Zakaria calls for jihad rape of white women.""",Bloggers,/web/20180119171031/http://www.politifact.com/truth-o-meter/statements/2017/jul/12/blog-posting/recycled-parody-cnns-zakaria-calls-jihadi-rape-whi/,0
"""3,000-Pound Great White Shark Captured in Great Lakes.""",Bloggers,/web/20180119171031/http://www.politifact.com/punditfact/statements/2017/jul/12/blog-posting/its-fake-news-3000-pound-shark-was-caught-lake-mic/,0
"Tax cuts approved and those proposed in his state budget ""will exceed $8 billion by the time the budget is done.""",Scott Walker,/web/20180119171031/http://www.politifact.com/wisconsin/statements/2017/jul/12/scott-walker/walker-tax-cuts-will-exceed-8-billion-if-budget-pr/,1
"""Obama goes to G20 summit ...  Everywhere President Donald Trump goes, Obama shows up, too.""",Bloggers,/web/20180119171045/http://www.politifact.com/punditfact/statements/2017/jul/11/blog-posting/no-obama-did-not-follow-trump-g20-summit-germany/,0
"Says Paul Ryan said that 22 million Americans ""choose to be poor, so it’s their own problem if they can’t afford to be healthy.""",Newslo.com,/web/20180119171045/http://www.politifact.com/punditfact/statements/2017/jul/11/newslocom/fake-news-story-twists-paul-ryans-words-poor-peopl/,0
"Says John Podesta ""refused to give the DNC server to the FBI and the CIA. Disgraceful!""",Donald Trump,/web/20180119171045/http://www.politifact.com/truth-o-meter/statements/2017/jul/11/donald-trump/did-john-podesta-deny-cia-and-fbi-access-dnc-serve/,0
"Says Miami-Dade Circuit Court Judge Milton Hirsch ""is constantly overturned.""",Richard Corcoran,/web/20180119171045/http://www.politifact.com/florida/statements/2017/jul/11/richard-corcoran/richard-corcoran-fails-prove-claim-miami-judge-mil/,0
The GOP health care proposal would slash more than $135 million in federal funding available to PA schools.,Bob Casey,/web/20180119171045/http://www.politifact.com/pennsylvania/statements/2017/jul/11/bob-casey/trumpcare-fight-casey-overstates-gops-potential-me/,0
"Says ""James Comey Has Been Having An Affair With"" Debbie Wasserman Schultz.",FreedomCrossroads.us,/web/20180119171045/http://www.politifact.com/punditfact/statements/2017/jul/10/freedomcrossroadsus/its-fake-news-james-comey-and-debbie-wasserman-sch/,0
"Giving a committee chair’s stipend in the New York State Senate to another member of that committee ""has been, in fact, a legislative practice for decades.""",Diane Savino,/web/20180119171045/http://www.politifact.com/new-york/statements/2017/jul/10/diane-savino/stipends-vice-chairs-state-senate-new-practice-not/,0
"""There are so many data that demonstrate that poor people, surprisingly, are less likely to use drugs than people with means.""",Gwen Moore,/web/20180119171045/http://www.politifact.com/wisconsin/statements/2017/jul/07/gwen-moore/are-poor-people-less-likely-use-drugs/,0
"Spicer: ""Trump has the legal right to cancel SCOTUS because they serve at his pleasure""",Bloggers,/web/20180119171045/http://www.politifact.com/punditfact/statements/2017/jul/06/blog-posting/its-fake-news-president-can-disband-supreme-court/,0
"Says the manager of a Checkers in Miami Gardens, Fla., killed 10 employees.",Channel24News.com,/web/20180119171045/http://www.politifact.com/punditfact/statements/2017/jul/06/channel24newscom/story-about-checkers-shooting-came-fake-news-gener/,0
Australia is microchipping its public.,Bloggers,/web/20180119171045/http://www.politifact.com/punditfact/statements/2017/jul/06/blog-posting/no-australian-government-not-installing-microchips/,0
"Says that Bill Clinton ""basically"" told then-Attorney General Loretta Lynch in 2016 that ""we killed Vince Foster.""",Pete Olson,/web/20180119171045/http://www.politifact.com/texas/statements/2017/jul/05/pete-olson/pete-olson-said-bill-clinton-basically-told-lorett/,0
"""Donald Trump plans to step down as President of the United States and resign from office within the next 30 days.""",StGeorgeGazette.com,/web/20180119171057/http://www.politifact.com/punditfact/statements/2017/jul/05/stgeorgegazettecom/story-about-ryan-announcing-trumps-resignation-com/,0
"""The president in no way, form or fashion has ever promoted or encouraged violence.""",Sarah  Huckabee Sanders,/web/20180119171057/http://www.politifact.com/truth-o-meter/statements/2017/jul/05/sarah-huckabee-sanders/has-donald-trump-never-promoted-or-encouraged-viol/,0
"Since he and Scott Walker took office in 2011, ""60,000 new jobs have been created in this state -- 40,000 of them were created in Madison and the Madison area.""",Paul Soglin,/web/20180119171057/http://www.politifact.com/wisconsin/statements/2017/jul/05/paul-soglin/madison-mayor-understates-wisconsin-job-growth-ove/,0
"CNN’s ratings are ""way down.""",Donald Trump,/web/20180119171057/http://www.politifact.com/truth-o-meter/statements/2017/jul/03/donald-trump/trumps-pants-fire-claim-cnn-ratings-are-way-down/,0
Minnesota imposed an Islamic anti-blasphemy law.,Bloggers,/web/20180119171057/http://www.politifact.com/punditfact/statements/2017/jul/03/blog-posting/no-minnesota-did-not-pass-anti-blasphemy-law-s-isl/,0
"""We're pretty much at the 50 percent mark"" on deportations of MS-13 gang members.",Donald Trump,/web/20180119171057/http://www.politifact.com/truth-o-meter/statements/2017/jun/30/donald-trump/trump-falsely-claims-his-administration-has-deport/,0
"The New York State Senate ""passed legislation allowing minors to race snowmobiles, get their own hunting licenses, and not be employed gathering or picking rags, cigar stumps, or collecting bones.""",Samantha Bee,/web/20180119171057/http://www.politifact.com/new-york/statements/2017/jun/30/samantha-bee/joke-about-bills-passed-ny-state-senate-not-joke/,1
"""U.N. official John Ashe set to testify against the Clintons may not have died by accident.""",Bloggers,/web/20180119171057/http://www.politifact.com/truth-o-meter/statements/2017/jun/30/blog-posting/blogger-falsely-ties-death-un-official-clintons/,0
